tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N902WN,BOEING,2008-01-10,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N903AW,BOEING,1986-05-05,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N903DA,MCDONNELL DOUGLAS,1995-05-18,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N903DE,MCDONNELL DOUGLAS CORPORATION,1992-05-08,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N903EV,BOMBARDIER INC,2002-03-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N903FJ,BOMBARDIER INC,2003-04-28,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N903FR,AIRBUS INDUSTRIE,2001-08-10,A319-112,1,Fixed Wing Multi-Engine,Turbo-Jet
N903SW,BOMBARDIER INC,2000-09-21,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N903UA,BOEING,1993-04-28,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N903WN,BOEING,2008-01-28,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N904AE,SAAB-SCANIA,1998-05-15,SAAB 340B,1,Fixed Wing Multi-Engine,Turbo-Prop
N904AW,BOEING,1986-06-11,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N904DA,MCDONNELL DOUGLAS,1995-05-15,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N904DE,MCDONNELL DOUGLAS CORPORATION,1992-06-03,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N904DL,MCDONNELL DOUGLAS AIRCRAFT CO,1987-06-26,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N904EV,BOMBARDIER INC,2002-03-27,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N904FJ,BOMBARDIER INC,2004-02-05,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N904FR,AIRBUS INDUSTRIE,2007-06-21,A319-111,1,Fixed Wing Multi-Engine,Turbo-Jet
N904UA,BOEING,1993-04-30,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N904WN,BOEING,2008-01-30,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N905AW,BOEING,1986-06-05,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N905DA,MCDONNELL DOUGLAS,1995-06-19,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N905DE,MCDONNELL DOUGLAS CORPORATION,1992-06-03,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N905DL,MCDONNELL DOUGLAS AIRCRAFT CO,1987-07-24,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N905EV,BOMBARDIER INC,2002-04-04,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N905FR,AIRBUS INDUSTRIE,2007-06-19,A319-111,1,Fixed Wing Multi-Engine,Turbo-Jet
N905JH,EMBRAER,2005-02-24,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N905SW,BOMBARDIER INC,2000-10-25,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N905UA,BOEING,1993-04-27,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N905WN,BOEING,2008-02-06,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N906,COBB INTL/DBA ROTORWAY INTL IN,1995-03-29,EXEC 162F,1,Rotorcraft,4 Cycle
N906AE,EMBRAER,2005-02-28,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N906AT,BOEING,2001-04-27,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N906AW,BOEING,1986-06-25,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N906DA,MCDONNELL DOUGLAS,1995-09-07,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N906DE,MCDONNELL DOUGLAS CORPORATION,1992-11-03,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N906DL,MCDONNELL DOUGLAS AIRCRAFT CO,1987-08-11,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N906EV,BOMBARDIER INC,2002-05-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N906FJ,BOMBARDIER INC,2004-02-05,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N906FR,AIRBUS,2005-02-10,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N906SW,BOMBARDIER INC,2001-05-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N906UA,BOEING,1993-04-30,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N906WN,BOEING,2008-02-09,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N907AE,EMBRAER,2005-02-28,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N907DA,MCDONNELL DOUGLAS,1995-10-18,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N907DE,MCDONNELL DOUGLAS CORPORATION,1992-11-10,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N907DL,MCDONNELL DOUGLAS AIRCRAFT CO,1987-08-17,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N907EV,BOMBARDIER INC,2002-06-13,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N907FJ,BOMBARDIER INC,2004-02-25,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N907FR,AIRBUS,2002-05-23,A319-112,1,Fixed Wing Multi-Engine,Turbo-Fan
N907SW,BOMBARDIER INC,2001-05-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N907UA,BOEING,1991-01-23,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N907WN,BOEING,2008-02-19,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N908AE,EMBRAER,2005-03-21,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N908AW,BOEING,2005-09-27,757-2G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N908DA,MCDONNELL DOUGLAS,1995-11-03,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N908DE,MCDONNELL DOUGLAS CORPORATION,1992-12-04,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N908DL,MCDONNELL DOUGLAS AIRCRAFT CO,1987-08-17,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N908EV,BOMBARDIER INC,2002-06-27,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N908FJ,BOMBARDIER INC,2004-02-03,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N908FR,AIRBUS,2002-06-18,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N908SW,BOMBARDIER INC,2001-07-27,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N908WN,BOEING,2008-04-02,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N909AE,EMBRAER,2005-03-23,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N909AW,BOEING,1999-08-23,757-2G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N909DA,MCDONNELL DOUGLAS,1996-01-04,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N909DE,MCDONNELL DOUGLAS CORPORATION,1992-12-10,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N909DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-19,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N909EV,BOMBARDIER INC,2002-06-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N909FJ,BOMBARDIER INC,2004-01-08,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N909FR,AIRBUS,2008-06-30,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N909SW,BOMBARDIER INC,2001-10-05,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N909WN,BOEING,2008-02-29,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N910AT,BOEING,2001-04-13,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N910AW,BOEING,2006-03-23,757-2G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N910DE,MCDONNELL DOUGLAS CORPORATION,1992-12-28,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N910DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-11,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N910DN,MCDONNELL DOUGLAS,1996-02-16,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N910EV,BOMBARDIER INC,2002-12-19,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N910FJ,BOMBARDIER INC,2003-12-22,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N910FR,AIRBUS,2002-07-16,A319-112,1,Fixed Wing Multi-Engine,Turbo-Fan
N910SW,BOMBARDIER INC,2001-10-25,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N910UA,BOEING,1991-06-26,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N910WN,BOEING,2008-02-29,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N911DA,MCDONNELL DOUGLAS,1996-02-16,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N911DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-01-26,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N911DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-15,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N911FJ,BOMBARDIER INC,2004-02-05,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N912CA,CANADAIR,1993-09-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N912DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-01-29,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N912DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-15,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N912DN,MCDONNELL DOUGLAS,1996-07-26,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N912EV,BOMBARDIER INC,2002-12-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N912FJ,BOMBARDIER INC,2004-02-26,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N912FR,AIRBUS,2002-09-10,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N912SW,BOMBARDIER INC,2001-12-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N912UA,BOEING,1991-07-30,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N912WN,BOEING,2008-04-04,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N913AW,BOEING,1985-02-15,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N913DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-02-25,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N913DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-21,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N913DN,MCDONNELL DOUGLAS,1997-01-17,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N913EV,BOMBARDIER INC,2003-01-10,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N913FJ,BOMBARDIER INC,2004-01-30,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N913FR,AIRBUS,2002-10-16,A319-112,1,Fixed Wing Multi-Engine,Turbo-Fan
N913SW,BOMBARDIER INC,2002-01-17,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N913UA,BOEING,1991-08-07,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N913WN,BOEING,2008-04-24,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N9149E,AERONCA,1996-04-12,11AC,1,Fixed Wing Single-Engine,Reciprocating
N914AW,BOEING,1985-02-15,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N914CA,CANADAIR,1993-09-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N914DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-03-01,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N914DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-13,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N914DN,MCDONNELL DOUGLAS,1997-02-06,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N914EV,BOMBARDIER INC,2003-01-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N914FJ,BOMBARDIER INC,2004-01-30,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N914FR,AIRBUS,2002-11-13,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N914UA,BOEING,1991-12-20,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N914WN,BOEING,2008-04-17,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N9159E,MAULE,1991-01-23,M-5-235C,1,Fixed Wing Single-Engine,Reciprocating
N915AT,BOEING,2001-04-16,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N915AW,BOEING,1993-12-27,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N915CA,CANADAIR,1993-09-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N915DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-04-13,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N915DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-07,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N915DN,MCDONNELL DOUGLAS,1997-02-07,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N915EV,BOMBARDIER INC,2003-01-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N915FJ,BOMBARDIER INC,2004-03-01,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N915FR,AIRBUS,2002-11-25,A319-112,1,Fixed Wing Multi-Engine,Turbo-Fan
N915RW,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N915SW,BOMBARDIER INC,2002-04-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N915WN,BOEING,2008-04-30,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N916CA,CANADAIR,1993-09-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N916DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-06-11,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N916DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-13,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N916DN,MCDONNELL DOUGLAS,1997-03-11,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N916EV,BOMBARDIER INC,2003-03-13,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N916FJ,BOMBARDIER INC,2004-03-16,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N916FR,AIRBUS INDUSTRIE,2002-12-19,A319-112,1,Fixed Wing Multi-Engine,Turbo-Jet
N916RW,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N916SW,BOMBARDIER INC,2002-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N916UW,BOEING,2004-10-19,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N916WN,BOEING,2008-05-15,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N9179E,MAULE,1986-08-07,M-5-235C,1,Fixed Wing Single-Engine,Reciprocating
N917CA,CANADAIR,1993-09-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N917DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-09-17,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N917DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-09-27,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N917EV,BOMBARDIER INC,2003-03-26,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N917FJ,BOMBARDIER INC,2004-11-01,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N917FR,AIRBUS,2008-06-12,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N917SW,BOMBARDIER INC,2002-05-03,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N917UW,BOEING,2004-09-17,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N917WN,BOEING,2008-05-16,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N918AE,EMBRAER,2005-03-29,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N918CA,CANADAIR,1993-09-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N918DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-10-26,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N918DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-14,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N918FJ,BOMBARDIER INC,2004-11-01,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N918FR,AIRBUS,2003-03-26,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N918SW,BOMBARDIER INC,2002-07-18,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N918UA,BOEING,1991-11-01,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N918UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N918WN,BOEING,2008-05-21,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N919AT,BOEING,2001-04-13,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N919DE,MCDONNELL DOUGLAS AIRCRAFT CO,1993-12-02,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N919DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-09,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N919EV,BOMBARDIER INC,2003-04-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N919FJ,BOMBARDIER INC,2004-04-14,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N919FR,AIRBUS,2003-06-05,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N919SW,BOMBARDIER INC,2002-07-03,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N919UA,BOEING,1991-11-04,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N919UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N920AT,BOEING,2001-04-13,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N920CA,CANADAIR,1993-09-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N920DE,MCDONNELL DOUGLAS AIRCRAFT CO,1994-01-11,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N920DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-02,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N920EV,BOMBARDIER INC,2003-07-02,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N920FJ,BOMBARDIER INC,2004-04-22,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N920FR,AIRBUS,2003-06-30,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N920SW,BOMBARDIER INC,2002-07-10,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N920UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N921AT,BOEING,2001-04-10,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N921DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-22,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N921EV,BOMBARDIER INC,2003-07-10,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N921FJ,BOMBARDIER INC,2004-06-09,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N921FR,AIRBUS,2007-11-30,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N921RW,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N921UA,BOEING,1991-12-23,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N921UW,BOEING,2004-10-19,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N922AE,EMBRAER,2005-04-27,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N922AT,BOEING,2005-06-21,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N922DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-26,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N922EV,BOMBARDIER INC,2003-07-10,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N922FJ,BOMBARDIER INC,2005-09-27,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N922FR,AIRBUS,2003-08-15,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N922UA,BOEING,1992-01-06,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N922UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N923AE,EMBRAER,2005-04-28,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N923AT,BOEING,2005-10-27,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N923DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-02,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N923EV,BOMBARDIER INC,2003-08-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N923FJ,BOMBARDIER INC,2005-09-29,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N923FR,AIRBUS,2003-11-07,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N923RW,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N923SW,BOMBARDIER INC,2003-10-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N923UA,BOEING,1992-01-06,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N923UW,BOEING,2004-10-19,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N924AT,BOEING,2001-04-10,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N924CA,CANADAIR,1993-12-21,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N924DL,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-02,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N924EV,BOMBARDIER INC,2003-08-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N924FJ,BOMBARDIER INC,2005-09-27,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N924FR,AIRBUS,2003-12-05,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N924RW,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N924SW,BOMBARDIER INC,2003-10-18,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N924UA,BOEING,1992-02-10,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N924UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N925AE,EMBRAER,2005-04-28,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N925AT,BOEING,2001-04-10,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N925DL,MCDONNELL DOUGLAS AIRCRAFT CO,2008-03-20,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N925EV,BOMBARDIER INC,2003-08-22,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N925FJ,BOMBARDIER INC,2005-09-29,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N925FR,AIRBUS,2004-02-20,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N925SW,BOMBARDIER INC,2003-10-15,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N925UA,BOEING,1992-03-11,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N925US,MCDONNELL DOUGLAS,2000-07-31,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N925UW,BOEING,2005-02-14,757-225,1,Fixed Wing Multi-Engine,Turbo-Fan
N926AT,BOEING,2000-10-27,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N926CA,CANADAIR,1993-12-21,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N926DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-11-15,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N926EV,BOMBARDIER INC,2003-09-25,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N926FR,AIRBUS,2004-04-05,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N926LR,BOMBARDIER INC,2005-09-29,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N926NW,DOUGLAS,2000-07-31,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N926SW,BOMBARDIER INC,2003-10-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N927AT,BOEING,2000-10-25,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N927CA,CANADAIR,1994-01-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N927DA,MCDONNELL DOUGLAS AIRCRAFT CO,1988-11-30,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N927EV,BOMBARDIER INC,2003-09-24,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N927FR,AIRBUS,2004-05-07,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N927LR,BOMBARDIER INC,2005-09-27,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N927SW,BOMBARDIER INC,2003-10-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N927UA,BOEING,1992-03-24,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
N927UW,BOEING,2006-02-08,757-2B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N928AE,EMBRAER,2005-05-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N928AT,BOEING,2000-09-29,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N928DL,MCDONNELL DOUGLAS AIRCRAFT CO,1988-12-02,MD-88,1,Fixed Wing Multi-Engine,Turbo-Fan
N928EV,BOMBARDIER INC,2005-09-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N928FR,AIRBUS,2004-06-03,A319-111,1,Fixed Wing Multi-Engine,Turbo-Fan
N928LR,BOMBARDIER INC,2005-09-28,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
