tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N512US,BOEING,2004-01-02,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N513AA,MCDONNELL DOUGLAS,2002-11-08,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N513AE,BOMBARDIER INC,2003-09-04,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N513MJ,BOMBARDIER INC,2004-02-26,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N513SW,BOEING,1991-06-21,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N513UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N513US,BOEING,2004-08-12,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N514AE,BOMBARDIER INC,2003-10-09,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N514CA,BOMBARDIER INC,2007-12-27,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N514MJ,BOMBARDIER INC,2004-02-26,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N514SW,BOEING,2004-06-22,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N514UA,BOEING,1990-08-20,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N514US,BOEING,2004-07-02,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N515AE,BOMBARDIER INC,2003-10-23,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N515MJ,BOMBARDIER INC,2004-02-26,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N515SW,BOEING,2004-06-22,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N515UA,BOEING,1990-11-16,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N515US,BOEING,2004-07-02,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N516AE,BOMBARDIER INC,2003-10-30,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N516AU,BOEING,2005-04-26,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N516JB,AIRBUS INDUSTRIE,2000-10-05,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N516LR,BOMBARDIER INC,2006-09-27,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N516UA,BOEING,1990-08-24,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N516US,BOEING,2006-06-15,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N517AE,BOMBARDIER INC,2003-10-30,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N517AU,BOEING,2006-11-03,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N517JB,AIRBUS INDUSTRIE,2000-11-06,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N517UA,BOEING,2004-07-20,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N517US,BOEING,2006-04-14,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N518AE,BOMBARDIER INC,2003-12-04,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N518AU,BOEING,2006-10-24,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N518CA,BOMBARDIER INC,2007-12-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N518LR,BOMBARDIER INC,2006-10-05,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N518UA,BOEING,1990-09-17,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N518US,BOEING,2005-04-12,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N519AA,CESSNA,2005-09-12,550,1,Fixed Wing Multi-Engine,Turbo-Fan
N519AE,BOMBARDIER INC,2004-01-15,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N519JB,AIRBUS INDUSTRIE,2001-02-07,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N519LR,BOMBARDIER INC,2006-09-26,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N519SW,BOEING,1991-10-08,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N519UA,BOEING,1990-11-16,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N519US,BOEING,2006-04-19,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N520DC,BOMBARDIER INC,2004-04-01,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N520JB,AIRBUS INDUSTRIE,2003-07-03,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N520SW,BOEING,1991-11-06,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N520UA,BOEING,1990-09-24,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N520US,BOEING,2006-03-01,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N521AE,BOMBARDIER INC,2004-04-27,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N521JB,AIRBUS INDUSTRIE,2001-04-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N521LR,BOMBARDIER INC,2007-08-23,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N521SW,BOEING,1991-10-28,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N521UA,BOEING,1995-09-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N521US,BOEING,2004-02-13,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N522AE,BOMBARDIER INC,2004-06-04,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N522LR,BOMBARDIER INC,2007-08-21,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N522SW,BOEING,1992-02-10,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N522UA,BOEING,1990-10-19,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N522US,BOEING,2006-03-01,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N523AA,BEECH,1997-06-19,60,1,Fixed Wing Multi-Engine,Reciprocating
N523AE,BOMBARDIER INC,2004-06-25,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N523CA,BOMBARDIER INC,2007-12-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N523JB,AIRBUS INDUSTRIE,2001-07-11,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N523SW,BOEING,1992-02-11,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N523UA,BOEING,2004-05-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N523US,BOEING,2006-03-01,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N524AE,BOMBARDIER INC,2004-07-09,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N524JB,AIRBUS INDUSTRIE,2001-08-01,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N524SW,BOEING,1992-03-11,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N524UA,BOEING,1990-12-11,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N525AA,PIPER,1997-02-07,PA-31-350,1,Fixed Wing Multi-Engine,Reciprocating
N525SW,BOEING,1992-06-05,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N525UA,BOEING,2005-06-01,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N525US,BOEING,2004-06-14,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N52616,BOEING,1994-08-11,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N526AU,BOEING,2006-11-03,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N526CA,BOMBARDIER INC,2007-12-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N526SW,BOEING,1992-06-04,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N526UA,BOEING,1991-01-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N526US,BOEING,2008-05-22,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N527AU,BOEING,2006-10-27,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N527SW,BOEING,1992-06-19,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N527UA,BOEING,1995-08-25,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N527US,BOEING,2005-10-27,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N528CA,BOMBARDIER INC,2003-09-19,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N528JB,AIRBUS INDUSTRIE,2008-06-19,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N528SW,BOEING,1992-06-12,737-5H4,1,Fixed Wing Multi-Engine,Turbo-Jet
N528UA,BOEING,1991-02-20,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N528US,BOEING,2006-06-22,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N529AU,BOEING,2005-04-15,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N529JB,AIRBUS INDUSTRIE,2001-11-08,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N529UA,BOEING,1991-03-22,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N529US,BOEING,2006-06-21,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N530AU,BOEING,2005-04-15,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N530UA,BOEING,1991-03-29,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N530US,BOEING,2006-06-21,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N531AU,BOEING,2005-04-12,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N531UA,BOEING,1991-06-21,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N531US,BOEING,2004-10-20,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N532AU,BOEING,2003-07-18,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N532UA,BOEING,1991-06-21,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N532US,BOEING,1988-12-14,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N533AU,BOEING,2003-07-22,737-3B7,1,Fixed Wing Multi-Engine,Turbo-Fan
N533UA,BOEING,2006-09-15,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N533US,BOEING,1988-12-14,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N534JB,AIRBUS INDUSTRIE,2002-02-20,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N534UA,BOEING,2006-02-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N534US,BOEING,1988-12-14,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N535JB,AIRBUS INDUSTRIE,2002-03-21,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N535UA,BOEING,1991-06-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N535US,BOEING,1995-11-22,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N536JB,AIRBUS,2002-05-24,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N536UA,BOEING,1991-07-31,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N536US,BOEING,1995-12-26,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N537UA,BOEING,1991-07-18,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N537US,BOEING,1996-03-01,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N538CA,BOMBARDIER INC,2008-01-11,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N538UA,BOEING,2006-02-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N538US,BOEING,2007-04-02,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N539UA,BOEING,2006-02-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N540UA,BOEING,2006-02-24,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N541AA,BEECH,2005-12-16,C90,1,Fixed Wing Multi-Engine,Turbo-Prop
N541UA,BOEING,2006-02-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N54241,BOEING,1999-10-20,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N542UA,BOEING,2005-01-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N544AA,FRIEDEMANN JON,2007-01-26,VANS AIRCRAFT RV6,1,Fixed Wing Single-Engine,Reciprocating
N544UA,BOEING,2005-01-11,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N544US,BOEING,1996-05-21,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N545AA,PIPER,1995-06-12,PA-32R-300,1,Fixed Wing Single-Engine,Reciprocating
N545UA,BOEING,1991-11-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N545US,BOEING,1996-06-21,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N546AS,BOEING,2005-02-03,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N546JB,AIRBUS,2002-09-05,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N546UA,BOEING,1991-12-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N546US,BOEING,1996-07-22,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N54711,BOEING,1998-09-22,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N547AA,STINNETT RON,1987-03-20,FALCON XP,1,Fixed Wing Single-Engine,Reciprocating
N547JB,AIRBUS,2002-09-09,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N547UA,BOEING,1991-12-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N547US,BOEING,1996-08-26,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N548AS,BOEING,2005-07-01,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N548CA,BOMBARDIER INC,2008-01-28,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N548JB,AIRBUS,2002-10-23,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N548UA,BOEING,2006-02-24,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N548US,BOEING,1996-08-30,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N549AS,BOEING,2005-03-14,737-8FH,1,Fixed Wing Multi-Engine,Turbo-Jet
N549CA,BOMBARDIER INC,2008-02-29,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N549UA,BOEING,2006-02-24,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N549US,BOEING,1996-09-23,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N550AA,HELIO,2001-05-17,HST-550,1,Fixed Wing Single-Engine,Turbo-Prop
N550JB,AIRBUS,2002-11-19,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N550UA,BOEING,2006-02-22,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N550WN,BOEING,2007-04-13,737-76Q,1,Fixed Wing Multi-Engine,Turbo-Fan
N551AA,LEBLANC GLENN T,1985-09-05,FALCON XP,1,Fixed Wing Single-Engine,Reciprocating
N551AS,BOEING,2006-02-06,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N551NW,BOEING,2001-07-03,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N551UA,BOEING,1992-03-31,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N551WN,BOEING,2007-05-02,737-76Q,1,Fixed Wing Multi-Engine,Turbo-Fan
N552AA,MCDONNELL DOUGLAS,1991-03-28,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N552AS,BOEING,2006-03-01,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N552JB,AIRBUS,2002-12-17,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N552NW,BOEING,2001-07-31,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N552UA,BOEING,1992-03-31,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N553AA,MCDONNELL DOUGLAS,1991-03-28,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N553AS,BOEING,2006-03-30,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N553NW,BOEING,2001-09-24,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N553UA,BOEING,1992-03-31,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N554AA,MCDONNELL DOUGLAS,1991-03-29,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N554CA,BOMBARDIER INC,2008-03-20,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N554JB,AIRBUS,2002-12-04,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N554NW,BOEING,2001-10-26,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N554UA,BOEING,1992-03-31,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N555NW,BOEING,2002-04-29,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N555UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N556AA,MCDONNELL DOUGLAS,1991-07-02,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N556AS,BOEING,2006-06-29,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N556JB,AIRBUS,2002-12-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N556NW,BOEING,2002-05-21,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N556UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N557AA,MARZ BARRY,1993-02-25,KITFOX IV,1,Fixed Wing Single-Engine,Reciprocating
N557AS,BOEING,2006-08-08,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N557NW,BOEING,2002-07-16,757-251,1,Fixed Wing Multi-Engine,Turbo-Jet
N557UA,BOEING,2004-05-19,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N558AA,MCDONNELL DOUGLAS,1991-07-02,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N558AS,BOEING,2006-08-30,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N558JB,AIRBUS,2003-01-29,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N558UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N559AA,MCDONNELL DOUGLAS,1991-07-03,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N559AS,BOEING,2006-10-27,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N559JB,AIRBUS,2003-02-06,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N559UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N560AS,BOEING,2006-10-13,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N560SW,EMBRAER,2004-03-22,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N560UA,BOEING,2004-05-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N561AA,MCDONNELL DOUGLAS,1991-07-02,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N561JB,AIRBUS,2003-02-12,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N561SW,EMBRAER,2004-03-22,EMB-120,1,Fixed Wing Multi-Engine,Turbo-Prop
N561UA,BOEING,2004-05-20,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N562AA,MCDONNELL DOUGLAS,2004-03-12,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N562AS,BOEING,2006-11-13,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N562JB,AIRBUS,2003-03-12,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N562SW,EMBRAER,1998-10-30,EMB-120,1,Fixed Wing Multi-Engine,Turbo-Prop
N562UA,BOEING,2004-05-19,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N563AA,MCDONNELL DOUGLAS,2004-03-12,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N563AS,BOEING,2006-10-30,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N563JB,AIRBUS,2003-05-21,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N563SW,EMBRAER,1998-10-21,EMB-120,1,Fixed Wing Multi-Engine,Turbo-Prop
N563UA,BOEING,2004-05-19,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N564AA,MCDONNELL DOUGLAS,1994-11-18,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N564AS,BOEING,2006-11-13,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N564JB,AIRBUS,2003-06-04,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N564SW,EMBRAER,1999-01-25,EMB-120,1,Fixed Wing Multi-Engine,Turbo-Prop
N564UA,BOEING,2004-05-25,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N565AA,MCDONNELL DOUGLAS,1994-12-16,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N565AS,BOEING,2006-12-20,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N565JB,AIRBUS,2003-06-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N565SW,EMBRAER,1999-01-25,EMB-120,1,Fixed Wing Multi-Engine,Turbo-Prop
N565UA,BOEING,2004-05-27,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N566AA,MCDONNELL DOUGLAS,1995-10-12,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N566AS,BOEING,2007-01-31,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N566JB,AIRBUS,2003-06-30,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N566SW,EMBRAER,1998-12-03,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N566UA,BOEING,2004-05-19,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N567AA,DEHAVILLAND,1976-01-09,OTTER DHC-3,1,Fixed Wing Single-Engine,Reciprocating
N567SW,EMBRAER,1998-09-28,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N567UA,BOEING,2006-07-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N56859,BOEING,2004-04-27,757-324,1,Fixed Wing Multi-Engine,Turbo-Jet
N568AA,MCDONNELL DOUGLAS,1995-10-11,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N568AS,BOEING,2007-01-30,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N568JB,AIRBUS,2003-07-30,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N568SW,EMBRAER,1998-10-21,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N568UA,BOEING,2006-07-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N569AA,MCDONNELL DOUGLAS,1987-10-22,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N569AS,BOEING,2007-03-06,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N569JB,AIRBUS,2003-08-20,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N569SW,EMBRAER,2007-06-04,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N569UA,BOEING,2006-07-26,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N570AA,MCDONNELL DOUGLAS,1987-10-22,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N570AS,BOEING,2007-03-21,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N570JB,AIRBUS,2003-10-01,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N570ML,CANADAIR,2004-02-21,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N570UA,BOEING,2006-07-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N57111,BOEING,1994-12-15,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N571AA,MCDONNELL DOUGLAS,1987-10-22,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N571JB,AIRBUS,2003-11-05,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N571ML,CANADAIR,2004-02-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N571UA,BOEING,2006-07-27,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N572AA,MCDONNELL DOUGLAS,1998-07-09,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N572UA,BOEING,2006-07-27,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N573AA,MCDONNELL DOUGLAS,1991-07-02,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N573UA,BOEING,1993-09-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N574AA,MCDONNELL DOUGLAS,1991-07-02,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N574UA,BOEING,1993-09-23,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N574US,BOEING,2005-06-08,737-301,1,Fixed Wing Multi-Engine,Turbo-Jet
N575AA,CESSNA,1991-06-19,210-5(205),1,Fixed Wing Single-Engine,Reciprocating
N575UA,BOEING,2006-02-27,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N576AA,MCDONNELL DOUGLAS,1991-07-01,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N576SW,EMBRAER,1998-10-29,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N576UA,BOEING,1993-02-18,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N577AA,MCDONNELL DOUGLAS,1991-07-31,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N577AS,BOEING,2007-03-29,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N577UA,BOEING,2006-02-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N57852,BOEING,2001-12-27,757-324,1,Fixed Wing Multi-Engine,Turbo-Jet
N57855,BOEING,2004-01-12,757-324,1,Fixed Wing Multi-Engine,Turbo-Jet
N57857,BOEING,2004-02-23,757-324,1,Fixed Wing Multi-Engine,Turbo-Jet
N57863,BOEING,2001-12-31,757-33N,1,Fixed Wing Multi-Engine,Turbo-Jet
N57864,BOEING,2006-12-07,757-33N,1,Fixed Wing Multi-Engine,Turbo-Jet
N57868,BOEING,2002-08-12,757-33N,1,Fixed Wing Multi-Engine,Turbo-Jet
N57869,BOEING,2002-09-16,757-33N,1,Fixed Wing Multi-Engine,Turbo-Jet
N578AA,MCDONNELL DOUGLAS,1991-07-31,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N578SW,EMBRAER,1998-12-02,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N578UA,BOEING,2006-02-27,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N579AA,MCDONNELL DOUGLAS,1991-07-31,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N579AS,BOEING,2007-03-30,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N579JB,AIRBUS,2003-11-12,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
